Timestamp,BRANCH,ZIP CODE,Size,Number of PACKS OF DIAPERS distributed,Size.1,Number of PACKS OF DIAPERS distributed.1,Size.2,Number of PACKS OF DIAPERS distributed.2,Number of FLOW KITS distributed,Number of REUSABLE FLOW KITS distributed,Do you want to record distribution statistics?,Are you submitting statistics or enrolling a new diaper patron?
12/3/2025 17:19:35,LC,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/3/2025 17:39:33,WR,63123,6,1.0,6,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/3/2025 17:42:15,LC,63113,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/3/2025 18:07:53,NB,63121,5,1.0,5,1.0,,,2.0,,,Statistics (Diapers + Flow Kits)
12/3/2025 18:08:49,NB,63121,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/3/2025 18:15:24,PV,63114,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/3/2025 18:17:11,GG,63088,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/3/2025 19:21:37,LC,63136,4,,,,,,,,,Statistics (Diapers + Flow Kits)
12/3/2025 19:39:01,FV,63031,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 9:23:42,FV,63138,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 9:28:56,PV,63134,6,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 9:30:22,FV,63033,7,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 9:38:40,FV,63033,2,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 9:46:58,PV,63114,4,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:12:07,FV,63031,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:19:43,LC,63138,6,2.0,4,1.0,1,1.0,,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:21:54,WR,63123,6,1.0,6,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:23:09,WR,63123,6,1.0,6,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:31:35,PV,63114,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:41:53,WR,63129,6,1.0,6,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:47:36,FV,63110,3,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:53:58,WR,63123,5,1.0,1,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 10:57:58,FV,63031,1,1.0,6,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 10:58:05,WR,63125,1,1.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 10:59:05,WR,63125,2,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 11:05:19,FV,63042,3T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 11:16:55,LC,63137,6,1.0,4,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 11:40:47,LC,63033,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 11:52:06,WR,63123,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 12:00:38,LC,63137,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 12:04:10,FV,63034,4,,,,,1.0,,,,Statistics (Diapers + Flow Kits)
12/4/2025 12:08:03,LC,63138,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 12:23:54,LC,63136,5,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 12:25:10,LC,63135,3,,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 12:46:16,FV,63031,3,1.0,,,,,,1.0,,Statistics (Diapers + Flow Kits)
12/4/2025 12:47:02,NB,63136,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 12:50:53,NB,63107,2,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 13:15:52,WR,63123,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 13:19:21,NB,63135,5,1.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 13:22:47,FV,63033,7,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 13:26:32,NB,63112,5,1.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 13:28:22,WR,63126,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 13:32:20,FV,63146,6,1.0,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 13:39:20,WR,63123,4T,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 13:53:31,NB,63121,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 14:02:04,GG,63069,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 14:16:12,WR,63125,4,1.0,4,1.0,,2.0,,,,Statistics (Diapers + Flow Kits)
12/4/2025 14:16:56,FV,63135,3,,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 14:19:33,FV,63033,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 14:47:00,LC,63031,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:00:24,FV,63366,4T,1.0,5,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:02:08,FV,63042,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:10:32,FV,63138,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:16:10,FV,63033,3T,2.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/4/2025 15:16:40,FV,63033,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/4/2025 15:28:57,PV,63114,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:30:50,PV,63130,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:33:43,LC,63137,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:34:54,GG,63043,6,1.0,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:46:22,FV,63033,2,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:47:48,WR,63128,3T,1.0,,,,1.0,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:47:54,PV,63122,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:54:20,FV,63033,6,2.0,7,2.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:54:25,MC,63105,,,,,,,7.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 15:58:16,WR,63123,6,1.0,,,,1.0,,1.0,,Statistics (Diapers + Flow Kits)
12/4/2025 16:08:29,WR,63111,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 16:22:40,GG,63026,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 16:23:45,WR,63123,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 16:37:01,FV,63138,4,1.0,4,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 16:50:14,PV,63138,4T,1.0,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 17:09:41,LC,63136,1,1.0,1,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 17:24:22,WR,63129,4,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 17:25:13,WR,63117,4,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/4/2025 17:29:20,LC,63112,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 17:50:13,PV,63074,2,1.0,2T,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 18:03:16,LC,63136,6,1.0,6,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 18:07:25,NB,63115,3T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 19:01:43,FV,63121,4T,1.0,3T,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/4/2025 19:49:19,LC,63074,3,1.0,4,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 9:17:47,GG,63011,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/5/2025 9:18:33,LC,63136,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/5/2025 9:39:46,PV,63114,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/5/2025 10:55:45,LC,63147,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 11:00:51,NB,63121,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 11:10:07,WR,63116,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 11:27:28,WR,63125,4T,1.0,,,,1.0,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 11:33:33,WR,63125,6,1.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
12/5/2025 11:35:42,WR,63129,2T,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 11:46:58,LC,63131,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 11:50:50,WR,63139,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 11:54:36,GG,63021,4,1.0,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 12:10:39,LC,63136,6,1.0,6,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 12:30:27,LC,63137,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 12:30:30,FV,63034,6,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 12:38:28,FV,63112,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 13:32:23,LC,63135,6,1.0,6,1.0,4,1.0,,,,Statistics (Diapers + Flow Kits)
12/5/2025 13:35:36,PV,63114,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/5/2025 13:36:25,PV,63114,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/5/2025 14:10:21,LC,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 14:24:08,WR,63123,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 15:13:08,WR,63123,4,1.0,4,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 15:38:16,WR,63125,6,1.0,4,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 15:42:17,WR,63125,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 16:07:22,WR,63125,4T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 16:19:44,FV,63134,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/5/2025 16:20:29,FV,63134,5,2.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/5/2025 16:29:40,PV,63132,4T,1.0,4T,1.0,4T,1.0,,,,Statistics (Diapers + Flow Kits)
12/5/2025 16:30:03,PV,63132,4T,1.0,4T,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/5/2025 16:37:53,PV,63031,4,1.0,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 16:43:19,WR,63123,N,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 16:49:26,FV,63031,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/5/2025 16:55:07,FV,63120,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 9:12:51,NB,63121,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 9:29:14,FV,63033,3T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 10:03:18,LC,63136,5,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 10:14:45,WR,63110,3,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 10:25:37,FV,63121,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 10:48:32,NB,63121,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 10:51:04,,63123,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 11:14:11,WR,63139,2,1.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 11:17:21,PV,63130,2,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 11:18:26,FV,63031,7,1.0,7,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 11:26:44,FV,63031,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 11:30:28,FV,63042,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 11:37:29,LC,63106,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 11:49:43,FV,63031,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 12:15:55,PV,63114,3,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 12:17:13,WR,63129,4,1.0,4,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 12:33:38,WR,63104,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 12:47:14,PV,63074,3T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 12:48:42,PV,63074,1,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 13:00:15,LC,63133,4,1.0,5,1.0,4,1.0,,,,Statistics (Diapers + Flow Kits)
12/6/2025 13:11:31,PV,63129,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 13:15:36,PV,63129,4,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 13:33:02,LC,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 13:36:16,FV,63135,5,1.0,5,1.0,5,1.0,,1.0,,Statistics (Diapers + Flow Kits)
12/6/2025 14:01:16,LC,63136,3,1.0,3,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:15:15,GG,63026,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:17:56,NB,63074,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:23:50,NB,63130,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 14:24:58,NB,63130,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 14:29:13,FV,63033,3,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:30:59,FV,63033,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:33:01,GG,63021,6,1.0,3,1.0,4,2.0,,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:34:49,FV,63033,5,1.0,3T,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:38:59,WR,63123,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:39:47,WR,63119,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 14:44:15,PV,63114,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 15:05:27,LC,63136,6,2.0,3,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 15:05:45,NB,63121,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 15:10:01,NB,63121,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 15:10:43,RR,63133,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 15:11:10,NB,63121,N,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 15:38:08,PV,63121,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 15:46:49,FV,63033,7,3.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 15:55:39,LC,63138,6,3.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/6/2025 16:05:11,LC,63101,2,1.0,5,1.0,6,1.0,,,,Statistics (Diapers + Flow Kits)
12/6/2025 16:21:25,FV,63121,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 16:37:43,LC,63137,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 16:47:05,NB,63136,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/6/2025 16:48:28,GG,63021,1,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/6/2025 16:50:28,PV,63132,4T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/7/2025 13:24:47,FV,63033,4,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/7/2025 13:46:14,FV,63033,7,1.0,4,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/7/2025 14:18:31,FV,63135,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 9:16:01,WR,63111,4T,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 9:57:23,WR,63125,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 10:02:56,LC,63136,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 10:05:15,FV,63042,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 10:24:04,NB,63121,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:00:10,PV,63043,5,1.0,4T,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:05:52,NB,63121,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:06:20,NB,63121,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:21:50,WR,63126,2,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:22:09,WR,63126,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:29:18,NB,63121,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:29:53,NB,63121,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:35:52,LC,63137,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/8/2025 11:37:16,GG,63021,4T,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:37:43,NB,63133,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:44:22,PV,63021,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 11:49:59,FV,63138,2T,1.0,2T,1.0,2T,1.0,,,,Statistics (Diapers + Flow Kits)
12/8/2025 12:24:11,PV,63137,2,,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/8/2025 12:26:24,LC,63147,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 12:40:10,PV,63645,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/8/2025 13:11:06,WR,63129,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/8/2025 13:13:05,WR,63123,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 13:13:35,WR,63116,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 13:29:13,PV,63114,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 13:58:12,WR,63123,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 14:02:17,WR,63129,5,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 14:03:46,RR,63074,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 14:24:34,LC,63138,4,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 14:30:57,LC,63137,2,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 14:35:19,LC,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 14:39:35,LC,63136,3,1.0,4,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
12/8/2025 14:44:28,LC,63137,3,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/8/2025 14:45:52,LC,63137,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/8/2025 14:52:53,FV,63031,6,1.0,6,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 15:15:13,PV,63133,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 15:28:36,WR,63125,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 15:29:12,FV,63031,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 15:33:35,NB,63121,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/8/2025 15:35:25,NB,63121,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/8/2025 15:43:04,NB,63121,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/8/2025 15:44:34,FV,63031,7,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 15:44:58,FV,63118,7,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 15:47:24,NB,63121,5,1.0,5,1.0,5,1.0,,,,Statistics (Diapers + Flow Kits)
12/8/2025 16:21:39,GG,63021,3,1.0,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 16:33:11,WR,63125,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 16:47:41,LC,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 16:49:56,FV,63033,5,1.0,,,,,,1.0,,Statistics (Diapers + Flow Kits)
12/8/2025 17:02:03,PV,63133,,,,,,,,,No,NEW ENROLLMENT - Diapers
12/8/2025 17:32:52,LC,63136,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 17:39:25,GG,63026,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 18:07:38,WR,63123,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 18:11:16,NB,63112,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/8/2025 19:04:19,LC,63135,6,1.0,,,6,1.0,,,,Statistics (Diapers + Flow Kits)
12/8/2025 19:20:28,FV,63136,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/8/2025 19:21:30,GG,63043,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/8/2025 19:53:25,GG,63021,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 9:26:02,WR,63126,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 9:30:04,NB,63135,5,1.0,3T,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 9:53:59,FV,63135,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 9:54:27,NB,63121,5,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 10:08:38,WR,63021,5,4.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 10:17:33,GG,63116,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 10:17:58,GG,63125,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 10:20:55,FV,63120,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 10:22:14,FV,63033,6,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 10:38:15,FV,63031,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/9/2025 10:48:49,WR,63125,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 10:49:36,FV,63138,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:00:01,WR,63123,3,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:08:37,WR,63125,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:16:00,WR,63123,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/9/2025 11:30:18,FV,63035,1,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:40:15,NB,63135,5,2.0,4,1.0,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:44:40,WR,63123,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:45:16,WR,63123,,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:47:03,WR,63123,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:51:22,WR,63123,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 11:55:14,GG,63026,6,1.0,6,1.0,6,1.0,2.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 12:01:14,FV,63031,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 12:08:15,NB,63121,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 12:10:16,WR,63125,4,,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/9/2025 12:10:55,WR,63125,4,,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 12:24:54,LC,63137,6,2.0,4,1.0,1,1.0,1.0,,Yes,NEW ENROLLMENT - Diapers
12/9/2025 12:36:12,GG,63376,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 12:37:01,GG,63301,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 12:43:11,NB,63121,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 13:01:25,NB,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 13:15:03,PV,63138,2,1.0,4T,1.0,4T,1.0,,,,Statistics (Diapers + Flow Kits)
12/9/2025 13:16:40,WR,63123,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 13:44:35,LC,63033,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 14:05:50,GG,63043,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 14:09:53,WR,63125,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 14:33:43,GG,63021,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 14:59:37,LC,63042,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 15:04:02,WR,63125,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 15:28:33,WR,63129,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
12/9/2025 15:37:37,NB,63121,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 15:56:34,FV,63033,7,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
12/9/2025 16:03:19,LC,63134,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
12/9/2025 16:04:32,WR,63123,6,1.0,,,,1.0,,,,Statistics (Diapers + Flow Kits)
