1,2,3,4,5,6,7,8,9,10,11,12,13,14,
4/29/2024 11:40:32,WR,63116,Diapers,4,4,1,,,,,,,,
4/29/2024 11:46:53,FV,63031,Diapers,7,7,1,,,,,,,,
4/29/2024 11:47:55,FV,63031,Flow Kits,,,,,,,,,,1,
4/29/2024 11:48:04,WR,63123,Diapers,6,6,1,,,,,,,,
4/29/2024 11:48:15,FV,63031,Diapers,5,5,1,,,,,,,,
4/29/2024 11:52:29,FV,63119,Diapers,5,5,1,,,,,,,,
4/29/2024 11:52:49,FV,63031,Diapers,1,1,1,,,,,,,,
4/29/2024 12:44:30,PV,63114,Diapers,6,6,1,6,6,1,,,,,
4/29/2024 13:39:54,FV,63136,Diapers,4,4,1,,,,,,,,
4/29/2024 13:48:01,PV,63114,Diapers,3,3,1,,,,,,,,
4/29/2024 14:53:09,PV,63114,Diapers,4,4,1,5,5,1,5,5,1,,
4/29/2024 14:59:50,LC,63033,Diapers,5,5,1,5,5,1,,,,,
4/29/2024 15:06:42,FV,63031,Diapers,4,4,1,,,,,,,,
4/29/2024 15:09:07,WR,63104,Diapers,6,6,2,,,,,,,,
4/29/2024 15:22:13,WR,63123,Diapers,4,4,1,2,2,1,,,,,
4/29/2024 15:22:27,WR,63123,Flow Kits,,,,,,,,,,1,
4/29/2024 15:24:44,FV,63031,Diapers,4,4,1,5,5,1,6,6,1,,
4/29/2024 15:25:25,FV,63031,Diapers,4,4,1,,,,,,,,
4/29/2024 15:56:28,FV,63031,Diapers,4,4,1,5,5,1,,,,,
4/29/2024 16:13:15,FV,63033,Diapers,6,6,2,,,,,,,,
4/29/2024 16:36:58,LC,63138,Flow Kits,,,,,,,,,,1,
4/29/2024 18:43:56,GG,63021,Diapers,6,6,1,,,,,,,,
4/30/2024 8:01:15,WR,63116,Diapers,4,4,1,,,,,,,,
4/30/2024 8:16:28,NB,63044,Diapers,5,5,2,,,,,,,,
4/30/2024 8:23:43,PV,63136,Diapers,4,4,1,,,,,,,,
4/30/2024 8:32:28,PV,63114,Diapers,6,6,1,6,6,1,,,,,
4/30/2024 8:56:10,WR,63116,Diapers,6,6,1,6,6,1,,,,,
4/30/2024 8:56:24,WR,63116,Flow Kits,,,,,,,,,,1,
4/30/2024 9:07:30,LC,63033,Diapers,4,4,1,,,,,,,,
4/30/2024 9:20:06,LC,63131,Diapers,2,2,1,,,,,,,,
4/30/2024 9:24:08,LC,63136,Diapers,1,1,1,3,3,1,,,,,
4/30/2024 9:34:57,GG,63011,Diapers,5,5,1,,,,,,,,
4/30/2024 9:40:27,GG,63011,Diapers,5,5,1,,,,,,,,
4/30/2024 9:54:22,FV,63031,Diapers,3,3,1,,,,,,,,
4/30/2024 9:57:28,GG,63025,Diapers,5,5,1,5,5,1,2,2,1,,
4/30/2024 10:38:01,PV,63031,Diapers,4T,4T,1,,,,,,,,
4/30/2024 10:46:15,WR,63123,Diapers,5,5,1,,,,,,,,
4/30/2024 10:47:32,WR,63123,Diapers,6,6,1,,,,,,,,
4/30/2024 10:48:55,WR,63123,Flow Kits,,,,,,,,,,1,
4/30/2024 10:49:42,LC,63136,Diapers,4,4,1,,,,,,,,
4/30/2024 10:50:57,LC,63136,Flow Kits,,,,,,,,,,1,
4/30/2024 10:55:42,WR,63126,Diapers,3,3,1,5,5,1,,,,,
4/30/2024 11:25:11,FV,63031,Diapers,6,6,1,6,6,1,3,3,1,,
4/30/2024 11:53:10,FV,63033,Diapers,6,6,1,,,,,,,,
4/30/2024 11:56:22,FV,63033,Diapers,6,6,1,,,,,,,,
4/30/2024 12:27:48,LC,63135,Diapers,5,5,1,5,5,1,,,,,
4/30/2024 12:34:23,WR,63116,Diapers,5,5,1,6,6,1,,,,,
4/30/2024 12:37:17,LC,63141,Diapers,6,6,1,,,,,,,,
4/30/2024 12:39:13,LC,63141,Diapers,N,N,1,,,,,,,,
4/30/2024 13:12:49,WR,63116,Diapers,6,6,1,,,,,,,,
4/30/2024 13:13:57,WR,63116,Diapers,5,5,1,6,6,1,,,,,
4/30/2024 13:14:31,FV,63033,Diapers,3T,3T,2,,,,,,,,
4/30/2024 13:31:59,WR,63125,Diapers,4,4,1,,,,,,,,
4/30/2024 13:36:33,FV,63136,Diapers,4,4,1,,,,,,,,
4/30/2024 13:36:54,FV,63034,Diapers,2T,2T,1,,,,,,,,
4/30/2024 13:37:05,FV,63034,Flow Kits,,,,,,,,,,1,
4/30/2024 13:38:20,FV,63136,Diapers,3T,3T,1,,,,,,,,
4/30/2024 14:00:29,NB,63136,Diapers,4,4,1,5,5,1,,,,,
4/30/2024 14:11:05,LC,63136,Diapers,6,6,1,6,6,1,,,,,
4/30/2024 14:16:17,WR,63116,Diapers,6,6,1,,,,,,,,
4/30/2024 14:18:21,LC,63137,Diapers,4,4,1,,,,,,,,
4/30/2024 14:27:15,FV,63137,Diapers,6,6,4,,,,,,,,
4/30/2024 14:29:01,PV,63114,Diapers,6,6,1,5,5,1,,,,,
4/30/2024 14:57:29,FV,63135,Flow Kits,,,,,,,,,,1,
4/30/2024 15:12:27,WR,63129,Diapers,3,3,1,,,,,,,,
4/30/2024 15:25:24,PV,63114,Diapers,6,6,1,5,5,1,,,,,
4/30/2024 15:47:58,LC,63137,Diapers,N,N,1,4,4,1,5,5,1,,
4/30/2024 16:28:22,NB,63121,Diapers,4,4,1,5,5,1,,,,,
4/30/2024 16:16:50,PV,63074,Diapers,5,5,5,,,,,,,,
4/30/2024 16:17:11,PV,63074,Flow Kits,,,,,,,,,,2,
4/30/2024 16:28:43,NB,63134,Diapers,6,6,1,,,,,,,,
4/30/2024 16:34:14,WR,63123,Diapers,N,N,1,,,,,,,,
4/30/2024 16:34:41,WR,63123,Flow Kits,,,,,,,,,,1,
4/30/2024 16:34:52,WR,63123,Flow Kits,,,,,,,,,,1,
4/30/2024 17:02:01,PV,63114,Diapers,6,6,1,6,6,1,,,,,
4/30/2024 17:07:42,PV,63146,Diapers,2T,2T,1,2T,2T,1,,,,,
4/30/2024 17:09:22,WR,63123,Diapers,5,5,1,,,,,,,,
4/30/2024 17:14:25,PV,63114,Diapers,4,4,1,5,5,1,,,,,
4/30/2024 17:15:34,FV,63033,Diapers,3,3,1,,,,,,,,
4/30/2024 17:16:35,WR,63128,Diapers,3T,3T,1,,,,,,,,
4/30/2024 17:16:50,WR,63128,Flow Kits,,,,,,,,,,1,
4/30/2024 17:17:44,PV,63043,Diapers,6,6,1,6,6,1,,,,,
4/30/2024 17:47:01,FV,63136,Diapers,4,4,1,,,,,,,,
4/30/2024 18:08:55,WR,63109,Diapers,6,6,2,,,,,,,,
4/30/2024 18:15:04,LC,63011,Diapers,4,4,1,,,,,,,,
4/30/2024 18:22:04,LC,63137,Diapers,5,5,1,5,5,1,,,,,
4/30/2024 18:37:32,LC,63138,Diapers,5,5,1,,,,,,,,
4/30/2024 18:56:02,LC,63147,Diapers,5,5,1,5,5,1,,,,,
5/1/2024 8:07:21,WR,63123,Diapers,4,4,1,4,4,1,,,,,
5/1/2024 8:07:22,LC,63113,Diapers,3,3,1,3,3,1,5,5,1,,
5/1/2024 8:07:39,LC,63113,Diapers,2,2,1,,,,,,,,
5/1/2024 8:14:08,GG,63011,Diapers,6,6,1,,,,,,,,
5/1/2024 8:20:56,LC,63135,Diapers,5,5,2,6,6,2,,,,,
5/1/2024 8:24:15,PV,63114,Diapers,6,6,1,,,,,,,,
5/1/2024 8:31:13,WR,63108,Diapers,6,6,1,6,6,1,,,,,
5/1/2024 8:43:19,NB,63121,Diapers,6,6,1,2,2,1,,,,,
5/1/2024 8:50:18,LC,63034,Diapers,3,3,1,,,,,,,,
5/1/2024 8:51:02,FV,63042,Diapers,4,4,1,5,5,1,,,,,
5/1/2024 8:57:18,FV,63134,Diapers,4,4,1,,,,,,,,
5/1/2024 9:03:21,FV,63135,Flow Kits,,,,,,,,,,1,
5/1/2024 9:17:10,FV,63033,Diapers,4,4,1,,,,,,,,
5/1/2024 9:26:25,LC,63138,Diapers,5,5,1,,,,,,,,
5/1/2024 9:29:47,PV,63114,Diapers,6,6,1,,,,,,,,
5/1/2024 9:42:07,FV,63146,Diapers,3,3,1,6,6,1,4T,4T,1,,
5/1/2024 9:43:31,FV,63146,Flow Kits,,,,,,,,,,2,
5/1/2024 9:45:40,FV,63136,Diapers,4,4,1,4T,4T,,,,,,
5/1/2024 9:46:21,WR,63123,Diapers,3,3,1,5,5,1,,,,,
5/1/2024 9:47:53,WR,63123,Flow Kits,,,,,,,,,,1,
5/1/2024 9:48:11,LC,63134,Diapers,4,4,1,,,,,,,,
5/1/2024 9:48:27,FV,63138,Diapers,3,3,1,,,,,,,,
5/1/2024 9:58:02,FV,63033,Diapers,4T,4T,1,,,,,,,,
5/1/2024 10:24:15,GG,63131,Diapers,5,5,1,,,,,,,,
5/1/2024 10:57:02,FV,63366,Diapers,2,2,1,2T,2T,1,,,,,
5/1/2024 10:57:09,GG,63021,Diapers,6,6,1,6,6,1,6,6,3,,
5/1/2024 10:57:19,FV,63366,Flow Kits,,,,,,,,,,1,
5/1/2024 10:57:33,GG,63021,Diapers,6,6,1,,,,,,,,
5/1/2024 11:08:57,LC,63136,Diapers,6,6,2,6,6,2,,,,,
5/1/2024 11:13:09,WR,63123,Diapers,4,4,1,5,5,1,,,,,
5/1/2024 11:24:44,FV,63132,Diapers,5,5,1,,,,,,,,
5/1/2024 11:32:09,LC,63138,Diapers,5,5,1,,,,,,,,
5/1/2024 11:35:49,LC,63137,Diapers,4,4,1,6,6,1,,,,,
5/1/2024 11:51:43,GG,63125,Diapers,3,3,1,3,3,1,2,2,1,,
5/1/2024 11:56:23,LC,63137,Diapers,4,4,1,6,6,1,,,,,
5/1/2024 11:57:12,GG,63026,Diapers,3,3,1,4,4,1,5,5,1,,
5/1/2024 12:07:32,NB,63130,Diapers,4,4,1,3T,3T,1,,,,,
5/1/2024 12:11:15,WR,63010,Diapers,6,6,2,,,,,,,,
5/1/2024 12:14:51,LC,63106,Diapers,5,5,1,,,,,,,,
5/1/2024 12:15:11,LC,63106,Flow Kits,,,,,,,,,,1,
5/1/2024 12:17:02,WR,63125,Diapers,4,4,1,,,,,,,,
5/1/2024 12:21:15,WR,63128,Diapers,5,5,1,,,,,,,,
5/1/2024 12:22:38,WR,63128,Flow Kits,,,,,,,,,,1,
5/1/2024 12:27:35,FV,63034,Flow Kits,,,,,,,,,,2,
5/1/2024 12:35:44,FV,63121,Diapers,6,6,2,,,,,,,,
5/1/2024 12:46:01,LC,63136,Diapers,3,3,1,6,6,1,,,,,
5/1/2024 12:47:36,PV,63114,Diapers,4,4,1,,,,,,,,
5/1/2024 12:47:48,LC,63136,Flow Kits,,,,,,,,,,1,
5/1/2024 13:15:31,WR,63129,Diapers,3,3,1,,,,,,,,
5/1/2024 13:29:16,NB,63111,Diapers,5,5,2,,,,,,,,
5/1/2024 13:45:12,WR,63123,Diapers,3,3,1,,,,,,,,
5/1/2024 14:07:50,NB,63108,Diapers,6,6,1,6,6,1,,,,,
5/1/2024 14:08:16,WR,63125,Diapers,4,4,1,6,6,1,,,,,
5/1/2024 14:14:23,PV,63043,Diapers,6,6,1,5,5,1,,,,,
5/1/2024 14:21:21,NB,63114,Diapers,6,6,1,,,,,,,,
5/1/2024 14:36:25,LC,63136,Diapers,6,6,1,,,,,,,,
5/1/2024 14:37:11,WR,63123,Diapers,6,6,3,,,,,,,,
5/1/2024 14:40:06,FV,63136,Diapers,6,6,1,6,6,1,6,6,1,,
5/1/2024 14:40:27,FV,63136,Flow Kits,,,,,,,,,,2,
5/1/2024 14:45:42,FV,63031,Diapers,6,6,1,6,6,1,6,6,1,,
5/1/2024 14:47:17,LC,63137,Diapers,6,6,1,6,6,1,,,,,
5/1/2024 14:53:08,NB,63031,Diapers,4,4,1,5,5,1,,,,,
5/1/2024 14:54:45,FV,63033,Diapers,6,6,1,,,,,,,,
5/1/2024 14:55:52,LC,63147,Diapers,1,1,1,,,,,,,,
5/1/2024 15:02:41,LC,63136,Diapers,1,1,1,5,5,1,5,5,1,,
5/1/2024 15:07:02,LC,63136,Diapers,6,6,1,,,,,,,,
5/1/2024 15:50:09,PV,63146,Diapers,5,5,1,,,,,,,,
5/1/2024 15:52:22,FV,63031,Diapers,6,6,1,,,,,,,,
5/1/2024 15:57:29,FV,63114,Diapers,6,6,1,,,,,,,,
5/1/2024 15:59:59,GG,63146,Diapers,4T,4T,1,,,,,,,,
5/1/2024 16:00:14,GG,63146,Flow Kits,,,,,,,,,,2,
5/1/2024 16:01:45,NB,63133,Diapers,6,6,1,,,,,,,,
5/1/2024 16:01:58,WR,63129,Diapers,5,5,1,,,,,,,,
5/1/2024 16:02:17,WR,63129,Flow Kits,,,,,,,,,,1,
5/1/2024 16:02:27,WR,63129,Flow Kits,,,,,,,,,,1,
5/1/2024 16:13:17,LC,63137,Diapers,3,3,1,3,3,1,,,,,
5/1/2024 16:13:50,LC,63137,Flow Kits,,,,,,,,,,1,
5/1/2024 16:23:52,NB,63166,Flow Kits,,,,,,,,,,2,
5/1/2024 16:24:23,NB,63166,Diapers,2,2,2,4,4,1,5,5,1,,
5/1/2024 16:27:24,NB,63121,Diapers,4,4,1,,,,,,,,
5/1/2024 16:29:14,LC,63136,Diapers,5,5,1,,,,,,,,
5/1/2024 16:31:39,LC,63138,Diapers,5,5,1,5,5,1,5,5,1,,
5/1/2024 16:33:48,LC,63121,Diapers,5,5,1,,,,,,,,
5/1/2024 16:36:00,FV,63074,Diapers,6,6,1,,,,,,,,
5/1/2024 16:45:33,PV,63132,Diapers,3T,3T,1,,,,,,,,
5/1/2024 16:46:32,PV,63114,Diapers,2,2,1,6,6,1,,,,,
5/1/2024 16:51:30,LC,63137,Diapers,4,4,1,,,,,,,,
5/1/2024 16:55:28,WR,63125,Diapers,5,5,1,5,5,1,,,,,
5/1/2024 16:55:42,WR,63125,Flow Kits,,,,,,,,,,1,
5/1/2024 17:11:05,LC,63137,Diapers,6,6,1,6,6,1,,,,,
5/1/2024 17:11:21,LC,63137,Flow Kits,,,,,,,,,,1,
5/1/2024 17:23:10,FV,63135,Diapers,6,6,1,,,,,,,,
5/1/2024 17:23:31,FV,63135,Flow Kits,,,,,,,,,,2,
5/1/2024 17:23:42,LC,63031,Diapers,4,4,1,,,,,,,,
5/1/2024 17:50:02,LC,63134,Diapers,6,6,1,,,,,,,,
5/1/2024 17:59:08,WR,63123,Flow Kits,,,,,,,,,,2,
5/1/2024 18:23:47,LC,63136,Diapers,5,5,1,6,6,1,3,3,1,,
5/2/2024 8:19:29,LC,63138,Diapers,6,6,1,6,6,1,,,,,
5/2/2024 8:22:57,LC,63033,Diapers,4,4,1,,,,,,,,
5/2/2024 8:23:04,FV,63138,Diapers,3,3,1,,,,,,,,
5/2/2024 8:25:28,FV,63033,Diapers,4,4,1,4,4,1,,,,,
5/2/2024 8:32:54,FV,63031,Diapers,5,5,1,5,5,1,,,,,
5/2/2024 9:01:02,NB,63121,Diapers,4,4,1,5,5,1,,,,,
5/2/2024 9:11:54,WR,63118,Diapers,6,6,1,,,,,,,,
5/2/2024 9:12:04,WR,63123,Flow Kits,,,,,,,,,,1,
5/2/2024 9:19:16,FV,63135,Diapers,4,4,1,4,4,1,4,4,1,,
5/2/2024 9:19:59,FV,63135,Diapers,4,4,1,,,,,,,,
5/2/2024 9:20:25,FV,63135,Flow Kits,,,,,,,,,,1,
5/2/2024 9:23:27,WR,63125,Diapers,6,6,1,,,,,,,,
5/2/2024 9:26:49,PV,63121,Diapers,N,N,1,N,N,1,N,N,1,,
5/2/2024 9:27:24,PV,63121,Flow Kits,,,,,,,,,,2,
5/2/2024 10:03:46,WR,63123,Diapers,6,6,3,,,,,,,,
5/2/2024 10:06:42,PV,63114,Diapers,5,5,1,,,,,,,,
5/2/2024 10:09:19,WR,63123,Diapers,1,1,1,,,,,,,,
5/2/2024 10:18:01,LC,63121,Diapers,6,6,1,6,6,1,5,5,1,,
5/2/2024 10:22:29,LC,63137,Diapers,3,3,2,4,4,1,,,,,
5/2/2024 10:33:27,PV,63138,Diapers,5,5,1,5,5,1,6,6,1,,
5/2/2024 10:39:44,WR,63123,Diapers,6,6,1,,,,,,,,
5/2/2024 10:39:56,FV,63042,Flow Kits,,,,,,,,,,1,
5/2/2024 10:40:15,PV,63114,Diapers,4,4,1,,,,,,,,
5/2/2024 10:40:22,WR,63123,Flow Kits,,,,,,,,,,1,
5/2/2024 10:40:30,PV,63137,Diapers,5,5,1,,,,,,,,
5/2/2024 10:44:11,FV,63031,Diapers,3,3,1,,,,,,,,
5/2/2024 10:44:31,FV,63031,Flow Kits,,,,,,,,,,1,
5/2/2024 10:51:59,NB,63121,Diapers,2,2,1,3,3,1,,,,,
5/2/2024 11:10:47,NB,63121,Diapers,2,2,1,1,1,,,,,,
5/2/2024 11:16:35,WR,63116,Diapers,4,4,1,,,,,,,,
5/2/2024 11:18:56,WR,63116,Diapers,5,5,1,,,,,,,,
5/2/2024 11:31:27,LC,63137,Flow Kits,,,,,,,,,,1,
5/2/2024 11:36:56,FV,63031,Diapers,3,3,1,,,,,,,,
5/2/2024 11:40:26,WR,63126,Diapers,4,4,1,5,5,1,,,,,
5/2/2024 11:43:22,FV,63137,Diapers,5,5,1,,,,,,,,
5/2/2024 11:51:56,LC,63137,Diapers,4,4,1,5,5,2,,,,,
5/2/2024 12:03:35,FV,63033,Diapers,6,6,1,6,6,1,,,,,
5/2/2024 12:11:28,FV,63135,Diapers,5,5,1,,,,,,,,
5/2/2024 12:12:01,FV,63134,Flow Kits,,,,,,,,,,1,
5/2/2024 12:14:44,GG,63026,Diapers,6,6,1,6,6,1,,,,,
5/2/2024 12:28:07,LC,63138,Diapers,4,4,1,,,,,,,,
5/2/2024 12:45:25,PV,63132,Diapers,2T,2T,1,,,,,,,,
5/2/2024 13:09:26,LC,63115,Diapers,6,6,2,,,,,,,,
5/2/2024 13:10:26,PV,63130,Diapers,3,3,1,,,,,,,,
5/2/2024 13:12:00,FV,63042,Diapers,6,6,1,6,6,1,,,,,
5/2/2024 13:16:33,LC,63136,Diapers,5,5,1,6,6,1,,,,,
5/2/2024 13:18:55,FV,63031,Diapers,1,1,1,,,,,,,,
5/2/2024 13:19:07,FV,63031,Flow Kits,,,,,,,,,,1,
5/2/2024 13:21:47,WR,63123,Diapers,6,6,1,,,,,,,,
5/2/2024 13:23:01,FV,63033,Diapers,5,5,1,4T,4T,1,,,,,
5/2/2024 13:23:14,FV,63033,Flow Kits,,,,,,,,,,2,
5/2/2024 13:41:58,FV,63033,Flow Kits,,,,,,,,,,1,
5/2/2024 14:27:54,FV,63031,Diapers,3,3,1,,,,,,,,
5/2/2024 14:28:46,PV,63114,Diapers,5,5,1,,,,,,,,
5/2/2024 14:33:56,LC,63138,Diapers,6,6,2,,,,,,,,
5/2/2024 14:35:08,LC,63033,Diapers,6,6,2,,,,,,,,
5/2/2024 14:55:53,FV,63137,Diapers,5,5,1,,,,,,,,
5/2/2024 15:16:00,FV,63146,Diapers,5,5,1,5,5,1,,,,,
5/2/2024 15:16:36,FV,63146,Flow Kits,,,,,,,,,,1,
5/2/2024 15:21:04,LC,63135,Diapers,3,3,1,,,,,,,,
5/2/2024 15:21:21,LC,63138,Flow Kits,,,,,,,,,,1,
5/2/2024 15:39:21,PV,63139,Diapers,3,3,1,4T,4T,1,,,,,
5/2/2024 15:59:50,WR,63123,Diapers,3,3,2,,,,,,,,
5/2/2024 15:59:59,WR,63123,Flow Kits,,,,,,,,,,1,
5/2/2024 16:03:47,PV,63139,Diapers,3T,3T,1,4,4,1,,,,,
5/2/2024 16:06:22,GG,63122,Diapers,2T,2T,1,,,,,,,,
5/2/2024 16:10:03,LC,63138,Diapers,6,6,2,,,,,,,,
5/2/2024 16:13:47,FV,63138,Diapers,2,2,1,,,,,,,,
5/2/2024 16:23:00,LC,63111,Diapers,2,2,1,,,,,,,,
5/2/2024 16:23:14,LC,63111,Flow Kits,,,,,,,,,,1,
5/2/2024 16:26:19,LC,63137,Diapers,5,5,1,5,5,1,3,3,1,,
5/2/2024 16:43:01,FV,63033,Diapers,3,3,1,,,,,,,,
5/2/2024 16:45:16,WR,63128,Diapers,5,5,1,,,,,,,,
5/2/2024 16:45:37,NB,63043,Diapers,4,4,2,,,,,,,,
5/2/2024 17:11:21,PV,63134,Diapers,6,6,1,6,6,1,,,,,
5/2/2024 17:15:50,PV,63130,Diapers,4,4,1,,,,,,,,
5/2/2024 17:17:09,FV,63042,Flow Kits,,,,,,,,,,1,
5/2/2024 17:46:32,FV,63136,Diapers,2T,2T,1,,,,,,,,
5/2/2024 17:54:29,GG,63021,Diapers,5,5,1,,,,,,,,
5/2/2024 17:54:46,GG,63021,Flow Kits,,,,,,,,,,2,
5/2/2024 18:26:56,LC,63136,Diapers,4,4,1,,,,,,,,
5/3/2024 8:09:15,PV,63114,Diapers,4T,4T,1,,,,,,,,
5/3/2024 8:15:01,LC,63138,Diapers,6,6,1,,,,,,,,
5/3/2024 8:30:29,PV,63031,Diapers,6,6,1,6,6,1,,,,,
5/3/2024 8:31:20,WR,63129,Diapers,5,5,1,,,,,,,,
5/3/2024 8:31:34,WR,63129,Flow Kits,,,,,,,,,,1,
5/3/2024 8:40:18,WR,63125,Diapers,1,1,1,1,1,1,,,,,
5/3/2024 8:49:49,NB,63121,Diapers,5,5,1,,,,,,,,
5/3/2024 8:55:02,WR,63123,Diapers,3,3,1,,,,,,,,
5/3/2024 9:22:03,PV,63133,Diapers,5,5,1,6,6,1,,,,,
5/3/2024 9:23:14,PV,63133,Flow Kits,,,,,,,,,,1,
5/3/2024 9:30:43,FV,63033,Diapers,4,4,4,5,5,4,,,,,
5/3/2024 9:44:51,LC,63147,Diapers,6,6,1,,,,,,,,
5/3/2024 9:45:04,LC,63132,Diapers,5,5,1,,,,,,,,
5/3/2024 9:59:22,LC,63136,Diapers,5,5,1,,,,,,,,
5/3/2024 9:59:37,WR,63123,Diapers,4,4,1,,,,,,,,
5/3/2024 10:00:05,WR,63123,Flow Kits,,,,,,,,,,1,
5/3/2024 10:03:00,NB,63113,Diapers,6,6,1,6,6,1,,,,,
5/3/2024 10:04:31,WR,63123,Diapers,6,6,1,,,,,,,,
5/3/2024 10:09:37,LC,63031,Diapers,6,6,1,6,6,1,,,,,
5/3/2024 10:46:44,LC,63136,Diapers,3,3,1,6,6,1,,,,,
5/3/2024 10:55:50,FV,63033,Diapers,4,4,1,,,,,,,,
5/3/2024 11:08:10,WR,63116,Diapers,5,5,1,6,6,1,,,,,
5/3/2024 11:11:26,WR,63116,Diapers,5,5,1,,,,,,,,
5/3/2024 11:12:03,LC,63137,Diapers,5,5,1,5,5,1,,,,,
5/3/2024 11:46:34,WR,63119,Diapers,N,N,1,,,,,,,,
5/3/2024 11:59:52,FV,63033,Diapers,6,6,1,,,,,,,,
5/3/2024 12:04:01,LC,63138,Diapers,6,6,1,,,,,,,,
5/3/2024 12:12:31,LC,63136,Diapers,5,5,1,,,,,,,,
5/3/2024 12:38:04,WR,63129,Diapers,3,3,1,5,5,1,,,,,
5/3/2024 12:38:16,WR,63129,Flow Kits,,,,,,,,,,1,
5/3/2024 12:46:14,NB,63130,Diapers,5,5,1,,,,,,,,
5/3/2024 13:11:34,WR,63123,Diapers,5,5,1,,,,,,,,
5/3/2024 13:12:31,WR,63010,Diapers,6,6,1,,,,,,,,
5/3/2024 13:14:02,WR,63123,Diapers,6,6,1,5,5,1,,,,,
5/3/2024 13:16:58,WR,63123,Flow Kits,,,,,,,,,,3,
5/3/2024 13:46:03,PV,63114,Diapers,3,3,1,4,4,1,,,,,
5/3/2024 13:46:17,PV,63114,Flow Kits,,,,,,,,,,2,
5/3/2024 14:03:35,NB,63136,Diapers,4,4,1,,,,,,,,
5/3/2024 14:17:09,WR,63111,Diapers,6,6,1,,,,,,,,
5/3/2024 14:33:06,FV,63033,Diapers,2T,2T,1,4T,4T,1,4T,4T,1,,
5/3/2024 14:50:00,WR,63125,Diapers,6,6,2,6,6,2,,,,,
5/3/2024 15:07:06,WR,63123,Diapers,6,6,1,,,,,,,,
5/3/2024 15:08:53,FV,63031,Diapers,5,5,1,N,N,1,,,,,
5/3/2024 15:13:04,PV,63114,Diapers,6,6,1,4T,4T,1,,,,,
5/3/2024 15:14:40,FV,63031,Diapers,2,2,1,,,,,,,,
5/3/2024 15:23:37,WR,63123,Flow Kits,,,,,,,,,,1,
5/3/2024 15:24:03,WR,63139,Diapers,6,6,1,6,6,1,,,,,
5/3/2024 15:24:17,WR,63139*,Flow Kits,,,,,,,,,,1,
5/3/2024 15:26:41,WR,63139,Diapers,5,5,1,6,6,1,,,,,
5/3/2024 15:26:54,WR,63139,Flow Kits,,,,,,,,,,1,
5/3/2024 15:43:15,LC,63033,Diapers,6,6,1,6,6,1,,,,,
5/4/2024 8:43:57,FV,63021,Diapers,5,5,1,,,,,,,,
5/4/2024 8:44:37,FV,63021,Flow Kits,,,,,,,,,,1,
5/4/2024 9:01:18,WR,63129,Diapers,N,N,1,6,6,1,6,6,1,,
5/4/2024 9:02:19,PV,63033,Diapers,5,5,1,6,6,,,,,,
5/4/2024 9:38:32,FV,63033,Flow Kits,,,,,,,,,,1,
5/4/2024 9:47:26,FV,63034,Diapers,6,6,1,,,,,,,,
5/4/2024 10:18:03,PV,63043,Diapers,2,2,1,6,6,1,,,,,
5/4/2024 10:23:47,GG,63025,Diapers,5,5,1,,,,,,,,
5/4/2024 10:32:23,NB,63121,Diapers,3,3,1,5,5,1,,,,,
5/4/2024 10:41:44,LC,63033,Diapers,6,6,1,,,,,,,,
5/4/2024 10:51:54,FV,63031,Diapers,5,5,2,,,,,,,,
5/4/2024 10:54:59,FV,63031,Diapers,5,5,1,,,,,,,,
5/4/2024 10:55:17,FV,63031,Flow Kits,,,,,,,,,,1,
5/4/2024 11:16:07,WR,63123,Diapers,4,4,1,,,,,,,,
5/4/2024 11:16:32,FV,63042,Diapers,2,2,1,2,2,1,,,,,
5/4/2024 11:20:19,NB,63121,Diapers,3,3,1,,,,,,,,
5/4/2024 11:44:03,NB,63121,Diapers,1,1,2,,,,,,,,
5/4/2024 12:00:36,PV,63131,Diapers,6,6,1,,,,,,,,
5/4/2024 12:13:28,GG,63026,Diapers,3,3,1,5,5,1,4T,4T,1,,
5/4/2024 12:15:07,LC,63047,Diapers,1,1,1,,,,,,,,
5/4/2024 12:21:12,LC,63136,Diapers,3,3,1,5,5,2,,,,,
5/4/2024 12:58:51,WR,63135,Diapers,6,6,1,,,,,,,,
5/4/2024 13:17:18,WR,63043,Diapers,2T,2T,1,,,,,,,,
5/4/2024 13:17:34,WR,63010,Diapers,2T,2T,1,,,,,,,,
5/4/2024 14:53:22,WR,63124,Diapers,3,3,1,4,4,1,,,,,
5/4/2024 15:02:02,FV,63034,Diapers,6,6,1,3,3,1,3,3,1,,
5/4/2024 15:38:28,GG,63146,Diapers,4,4,1,,,,,,,,
5/5/2024 12:18:44,FV,63119,Diapers,5,5,5,,,,,,,,
5/5/2024 12:30:29,FV,63033,Diapers,3T,3T,1,2T,2T,1,,,,,
5/5/2024 12:31:12,FV,63031,Flow Kits,,,,,,,,,,1,
5/5/2024 13:48:56,FV,63033,Diapers,1,1,1,3,3,1,5,5,1,,
5/5/2024 13:55:25,FV,63042,Diapers,4,4,1,5,5,1,,,,,
5/5/2024 15:11:12,FV,63130,Diapers,6,6,1,6,6,1,4,4,1,,
5/6/2024 8:01:45,WR,63123,Diapers,6,6,1,,,,,,,,
5/6/2024 8:20:36,LC,63136,Diapers,5,5,1,,,,,,,,
5/6/2024 8:23:58,LC,63136,Diapers,5,5,1,,,,,,,,
5/6/2024 8:27:50,LC,63136,Diapers,4,4,1,4,4,1,,,,,
